Filename,Radius_of_Gyration,Convex_Hull_Volume,Sequence_Entropy,Hydrophobic_Ratio,Charged_Ratio,Polar_Atom_Ratio,Heavy_Atom_Ratio,Average_Phi,Average_Psi,Sequence_Length,Avg_Eccentricity,Max_Eccentricity,Min_Eccentricity,Avg_Closeness,Max_Closeness,Min_Closeness,Avg_Eigenvector,Max_Eigenvector,Min_Eigenvector,Eigenvector_Centrality,K_Core_Number,Assortativity_Coefficient,Path_Length_Mean,Path_Length_Var,Residue_Packing_Density,Atomic_Clashes,Hydrophobic_Patch_Count,14317.8178,0.140625,40.97578125,8.897813606,-0.40234375,0.0625,0.015625,0.046875,0.0390625,0.03125,0.109375,0.0078125,0.0234375,0.046875,0.0703125,0.015625,0.046875,0.015625,0.046875,0.0625,0.1171875,0.0390625,0.09375,0.03125,0.078125,Avg_Packing_Density,Hydrophobic_Clusters,COM_X,COM_Y,COM_Z,Max_Atom_Distance,Num_Atoms,Centroid_X,Centroid_Y,Centroid_Z,Bounding_Box_Volume,Radius_of_Gyration,C_Count,O_Count,N_Count,S_Count,Atom_Count,H_Count,Avg_Distance,Max_Distance,Total_Weight,Density,Average_Phi,Average_Psi,Unique_Residues,Avg_Residue_Mass,Min_CA_Distance,Max_CA_Distance,Shape_Compactness,Num_Residues,Num_Edges,Avg_Degree,Clustering_Coefficient,Betweenness_Centrality,Graph_Density,Z_Spread,Max_Atom_Distance,Num_Chains,Num_Atoms
seq321@2,17.267,72298.451,4.08,0.398,0.219,0.192,0.509,-1.519,1.51,128,6.946875,9,5,0.276551746,0.368937644,0.169092352,0.0245841,0.121971679,2.82E-06,0.024583813,17.01875,0.724870508,3.722416992,2.118411541,30.91875,38927,621,14679.313,0.125,37.44609375,9.231437492,-0.525,0.0546875,0.015625,0.0390625,0.0546875,0.0234375,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.046875,0.078125,0.03125,0.0703125,119.96,170,6.813,16.085,3.552,61.103,10140,6.813,16.085,3.552,162725.3,17.181,3220,970,945,30,10140,4975,22.592,62.128,73408.55,0.431,-1.518625866,1.510499873,20,114.7,0.26,56.18,2.441,128,615,9.609375,0.56962482,0.020377336,0.07566437,59.42,62.13,5,10140
seq5594@2,16.255,60407.709,4.074,0.398,0.219,0.193,0.51,-1.619,1.354,128,6.7328125,9,5,0.293644001,0.389396709,0.167058824,0.025041014,0.13222854,2.23E-06,0.025040393,18.8140625,0.693817056,3.489995117,1.739616699,34.7,44605,770,14607.2073,0.125,34.89921875,9.231437492,-0.54140625,0.0625,0.015625,0.0390625,0.0546875,0.0234375,0.1015625,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.0703125,0.03125,0.0703125,134.63,149,7.351,17.892,0.435,62.834,10075,7.351,17.892,0.435,141524.16,16.236,3200,965,945,30,10075,4935,21.327,64.175,73048.03,0.494,-1.618501028,1.353601453,20,114.13,0.26,53.39,2.505,128,619,9.671875,0.555774087,0.019928173,0.076156496,62.64,64.18,5,10075
seq7214@2,14.695,41776.696,4.072,0.398,0.219,0.193,0.51,-1.615,1.482,128,6.1875,9,5,0.324662586,0.427139037,0.183990786,0.031230586,0.108307009,1.23E-05,0.031229608,26.3578125,0.526602975,3.13612793,1.447138132,47.1109375,65427,1195,14637.2333,0.125,34.38828125,9.231437492,-0.54609375,0.0625,0.015625,0.0390625,0.0546875,0.0234375,0.09375,0.0078125,0.0234375,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.046875,0.078125,0.03125,0.0703125,190.35,108,14.781,13.812,5.485,57.532,10095,14.781,13.812,5.485,94925.73,14.616,3205,970,945,30,10095,4945,19.185,58.476,73198.16,0.719,-1.61509947,1.481999379,20,114.37,0.25,53.66,2.406,128,608,9.5,0.567401479,0.021049127,0.07480315,48.36,58.48,5,10095
seq16009@2,16.572,66978.058,4.077,0.406,0.219,0.192,0.509,-1.569,1.454,128,7.1046875,10,5,0.287116801,0.381492537,0.149894441,0.025332599,0.127262279,1.92E-07,0.025332004,17.496875,0.717163934,3.580039063,1.889414061,32.734375,41581,687,14649.287,0.125,34.89921875,9.231437492,-0.50546875,0.0625,0.015625,0.0390625,0.0546875,0.0234375,0.09375,0.0078125,0.03125,0.0234375,0.078125,0.03125,0.0625,0.015625,0.0390625,0.1015625,0.1015625,0.0390625,0.078125,0.03125,0.0703125,127.13,159,5.075,17.978,0.778,61.282,10120,5.075,17.978,0.778,163501.11,16.521,3215,965,945,30,10120,4965,21.728,61.998,73258.42,0.433,-1.569249057,1.454053479,20,114.46,0.37,55.82,2.486,128,610,9.53125,0.559962824,0.021070608,0.075049213,59.77,62,5,10120
seq5@3029,17.865,80125.892,4.082,0.398,0.227,0.191,0.509,-1.584,1.537,128,7.6984375,10,6,0.267187907,0.353624792,0.143241426,0.025681877,0.124280273,7.62E-08,0.025680308,16.6453125,0.693924833,3.879267578,2.657620948,30.825,39536,702,14555.1428,0.1171875,34.39765625,8.028264046,-0.48828125,0.0546875,0.015625,0.0390625,0.0703125,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,121.89,173,2.405,15.82,-1.61,65.195,10065,2.405,15.82,-1.61,181131.88,17.803,3205,980,915,25,10065,4940,23.206,66.003,72772.47,0.384,-1.58440717,1.536849877,20,113.7,0.3,58.93,2.325,128,612,9.5625,0.565945123,0.020980776,0.075295276,62.69,66,5,10065
seq3866@2,18.121,71606.932,4.106,0.406,0.211,0.19,0.51,-1.551,1.554,128,7.2671875,9,5,0.259109883,0.351485149,0.158207477,0.022370151,0.137809712,1.64E-06,0.022369434,16.3625,0.733221615,3.970844727,2.574223212,29.9953125,40407,750,14478.0603,0.1171875,34.39765625,8.035162163,-0.43671875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.015625,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.078125,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,118.72,158,7.488,15.202,1.658,63.159,10005,7.488,15.202,1.658,164962.84,18.058,3195,970,910,25,10005,4905,23.598,64.883,72387.04,0.407,-1.550531525,1.554046841,20,113.1,0.13,58.58,2.359,128,614,9.59375,0.565136643,0.020989564,0.075541339,63.04,64.88,5,10005
seq4680@4,16.257,58178.892,4.058,0.406,0.211,0.191,0.508,-1.545,1.525,128,6.646875,9,5,0.292793406,0.39202454,0.169721116,0.024885753,0.123683835,7.40E-07,0.024885391,19.1109375,0.708837383,3.5,1.775126953,34.8125,44741,807,14467.084,0.1171875,34.03515625,8.984781456,-0.42734375,0.0625,0.015625,0.03125,0.0625,0.015625,0.1015625,0.0078125,0.0390625,0.0234375,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.09375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,136.92,141,4.71,17.768,1.028,64.388,10025,4.71,17.768,1.028,137524.08,16.176,3185,960,925,25,10025,4930,21.312,65.984,72342.29,0.495,-1.545478877,1.525385117,20,113.03,0.3,55.15,2.486,128,613,9.578125,0.563375904,0.020966129,0.075418307,58.2,65.98,5,10025
seq13919@4,17.448,71027.351,4.06,0.406,0.219,0.191,0.507,-1.51,1.443,128,7.3078125,10,5,0.271159745,0.36535163,0.157505546,0.023122706,0.133531075,1.12E-06,0.023122399,16.8828125,0.728780235,3.798544922,2.30665218,31.2375,40197,772,14449.0639,0.109375,33.06953125,8.618729973,-0.4359375,0.0625,0.015625,0.0390625,0.0625,0.0078125,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.09375,0.03125,0.0703125,123.55,159,9.597,15.001,1.093,61.492,10020,9.597,15.001,1.093,174962.25,17.401,3175,970,915,25,10020,4935,22.774,62.717,72247.13,0.385,-1.509831897,1.443195629,20,112.88,0.34,55.82,2.405,128,612,9.5625,0.567546343,0.020979799,0.075295276,61.48,62.72,5,10020
seq4449@12,16.941,76470.897,4.045,0.406,0.227,0.19,0.507,-1.565,1.518,128,7.1109375,10,5,0.278586828,0.373465809,0.159311892,0.024302633,0.130418574,7.52E-07,0.02430231,16.5390625,0.72984696,3.697275391,2.064969139,30.60625,37627,658,14516.1531,0.1171875,38.178125,8.96028347,-0.45703125,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.09375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,117.2,168,4.407,16.709,2.403,62.031,10075,4.407,16.709,2.403,161255.97,16.861,3195,970,920,25,10075,4965,22.226,62.57,72587.62,0.432,-1.56494597,1.51773236,19,113.42,0.26,57.07,2.49,128,608,9.5,0.555087447,0.021100878,0.07480315,60.59,62.57,5,10075
seq4130@15,18.058,76920.51,4.071,0.398,0.219,0.192,0.509,-1.54,1.448,128,7.5375,10,5,0.262392807,0.351098901,0.149929611,0.022105945,0.142128655,7.05E-07,0.022104811,15.5296875,0.724410883,3.91706543,2.382999787,28.565625,35837,686,14471.0264,0.1171875,35.0609375,8.618729973,-0.48828125,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.03125,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.109375,0.0390625,0.0859375,0.03125,0.0703125,111.34,166,9.605,14.166,0.923,66.4,10000,9.605,14.166,0.923,160192.8,18.007,3180,975,915,25,10000,4905,23.573,67.111,72356.94,0.428,-1.539612597,1.447694664,20,113.05,0.37,57.8,2.413,128,618,9.65625,0.56289869,0.020424205,0.076033465,63.15,67.11,5,10000
seq1967@5,17.742,77830.874,4.045,0.406,0.227,0.19,0.507,-1.616,1.511,128,7.6375,10,6,0.266940678,0.355988858,0.148328691,0.023454033,0.136468139,1.67E-07,0.023453672,16.0125,0.72912851,3.858310547,2.428146755,29.565625,37799,685,14516.1531,0.1171875,38.178125,8.96028347,-0.45703125,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.09375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,115.68,178,10.721,13.882,-3.97,66.749,10075,10.721,13.882,-3.97,198677.95,17.667,3195,970,920,25,10075,4965,23.132,67.978,72587.62,0.348,-1.615812931,1.511461445,19,113.42,0.36,59,2.378,128,600,9.375,0.555503091,0.021213169,0.073818898,65.33,67.98,5,10075
seq2765@7,17.938,81687.677,4.081,0.398,0.219,0.191,0.509,-1.527,1.437,128,8.021875,11,6,0.264815747,0.35421286,0.132462687,0.023907519,0.13123018,2.63E-08,0.023906726,15.9578125,0.718874601,3.902348633,2.522070656,29.6640625,37121,677,14485.053,0.1171875,33.88671875,8.618729973,-0.4875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.03125,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.046875,0.0859375,0.03125,0.0703125,115.6,179,2.935,15.917,0.22,68.043,10015,2.935,15.917,0.22,171248.38,17.866,3185,975,915,25,10015,4915,23.384,68.655,72427.07,0.407,-1.52684182,1.436559178,20,113.16,0.52,62.51,2.374,128,611,9.546875,0.562184387,0.020920237,0.075172244,55.81,68.66,5,10015
seq2275@5,15.129,45853.68,4.081,0.414,0.219,0.189,0.509,-1.547,1.422,128,6.1265625,8,5,0.316488327,0.410141207,0.188662533,0.030100208,0.116292218,1.71E-05,0.03009918,24.871875,0.556260365,3.227285156,1.57228677,44.1515625,60333,1202,14546.1773,0.125,35.36171875,8.60209713,-0.4296875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0546875,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.078125,176.36,115,-3.912,18.393,-1.394,59.59,10075,-3.912,18.393,-1.394,116949.81,15.057,3220,970,910,25,10075,4950,19.76,60.399,72732.65,0.581,-1.546869853,1.422027156,20,113.64,0.17,52.47,2.413,128,615,9.609375,0.556219302,0.020679056,0.07566437,53.45,60.4,5,10075
seq362@16,17.154,71873.385,4.087,0.406,0.227,0.19,0.509,-1.516,1.458,128,7.6203125,10,5,0.277192835,0.369577791,0.139886165,0.0253398,0.124830999,7.57E-08,0.025328458,17.2859375,0.684345778,3.723144531,2.312442846,32.1265625,40460,747,14498.0915,0.1171875,34.39765625,8.028135109,-0.446875,0.0625,0.015625,0.046875,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0546875,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,126.57,168,9.222,14.176,5.819,64.106,10030,9.222,14.176,5.819,154990.34,17.087,3195,975,910,25,10030,4925,22.348,64.605,72487.2,0.446,-1.51600362,1.457583341,20,113.26,0.52,59.29,2.367,128,606,9.46875,0.56191881,0.021098925,0.074557087,58.12,64.61,5,10030
seq518@4,16.762,70649.955,4.097,0.406,0.219,0.19,0.508,-1.519,1.51,128,7.309375,10,5,0.284076563,0.375882353,0.158994775,0.025932561,0.130350622,2.58E-07,0.025931842,18.5828125,0.676814314,3.633964844,2.175471389,33.96875,44957,801,14481.1073,0.1171875,34.7546875,8.636265373,-0.41484375,0.0625,0.015625,0.0390625,0.0625,0.0234375,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,133.93,153,2.06,17.698,0.568,64.309,10035,2.06,17.698,0.568,175882.61,16.676,3195,965,915,25,10035,4935,21.856,65.84,72407.33,0.394,-1.519357506,1.510069065,20,113.13,0.29,56.25,2.386,128,606,9.46875,0.552130248,0.02083431,0.074557087,62.77,65.84,5,10035
seq59@11,18.057,77760.43,4.078,0.398,0.219,0.191,0.508,-1.532,1.528,128,7.51875,10,6,0.260935853,0.352649007,0.152870813,0.02182087,0.138166496,6.18E-07,0.021820125,15.1,0.734136134,3.938022461,2.397433199,28.028125,35058,629,14421.0108,0.109375,36.259375,8.636265373,-0.44296875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.109375,0.0390625,0.0859375,0.03125,0.0625,109.28,175,8.907,14.699,-1.798,65.337,9990,8.907,14.699,-1.798,178990.5,17.978,3165,970,915,25,9990,4915,23.605,67.041,72106.87,0.379,-1.531732741,1.52841189,20,112.66,0.41,59.3,2.429,128,616,9.625,0.567344136,0.020348042,0.075787402,66.44,67.04,5,9990
seq2442@4,17.747,78734.607,4.097,0.398,0.219,0.191,0.508,-1.503,1.399,128,7.65625,11,6,0.266293282,0.358988764,0.14888164,0.023253321,0.141004552,7.95E-07,0.023252928,15.5828125,0.726983603,3.87449707,2.407955069,28.81875,35534,659,14437.0764,0.109375,34.7546875,8.520286751,-0.4171875,0.0625,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,112.28,186,2.408,16.63,-0.02,67.83,9990,2.408,16.63,-0.02,191085.75,17.666,3165,965,915,30,9990,4915,23.172,69.158,72187.22,0.361,-1.503366096,1.39936722,20,112.79,0.23,64.24,2.411,128,598,9.34375,0.560092772,0.021144818,0.073572835,65.89,69.16,5,9990
seq2700@12,16.127,61555.602,4.103,0.398,0.219,0.191,0.508,-1.474,1.474,128,6.9859375,9,5,0.292193258,0.387272727,0.15323741,0.026913168,0.120620364,1.34E-07,0.026911967,20.421875,0.631959992,3.52543457,2.017009333,36.98125,48770,902,14471.0728,0.109375,35.71875,8.637232399,-0.46171875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.015625,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,145.32,154,2.683,18.167,-2.686,61.592,10020,2.683,18.167,-2.686,138744.8,16.061,3180,965,925,25,10020,4925,21.083,62.848,72357.2,0.498,-1.473969916,1.474176301,20,113.06,0.06,54.16,2.427,128,609,9.515625,0.559395032,0.020909496,0.074926181,60.99,62.85,5,10020
seq1723@3,17.233,76394.552,4.088,0.398,0.227,0.192,0.509,-1.54,1.492,128,7.4,10,5,0.274273695,0.365142857,0.151565465,0.02548502,0.124572116,7.79E-08,0.025483882,16.8828125,0.691183946,3.763720703,2.316926,31.5546875,39784,729,14449.0209,0.109375,36.015625,8.036773872,-0.4640625,0.0625,0.015625,0.046875,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,123.99,168,4.599,16.673,-0.825,65.555,9995,4.599,16.673,-0.825,155952.06,17.18,3170,975,915,25,9995,4910,22.487,66.323,72241.88,0.428,-1.539929547,1.49198158,20,112.88,0.18,59.88,2.401,128,599,9.359375,0.563489288,0.021178017,0.073695866,57.03,66.32,5,9995
seq5635@4,17.445,68740.886,4.062,0.406,0.219,0.191,0.509,-1.56,1.49,128,7.265625,10,5,0.272571865,0.366189112,0.15472155,0.023309118,0.132666174,4.49E-07,0.023308774,16.5859375,0.733753461,3.776933594,2.222751144,30.640625,39101,701,14513.1061,0.1171875,39.5265625,8.60209713,-0.47890625,0.0625,0.015625,0.0390625,0.0625,0.0078125,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.078125,120.5,159,6.494,16.359,-1.24,60.652,10045,6.494,16.359,-1.24,168654.98,17.383,3195,975,915,25,10045,4935,22.79,61.55,72567.33,0.412,-1.560423828,1.490411994,20,113.38,0.05,55.72,2.418,128,615,9.609375,0.562176105,0.02093293,0.07566437,59.66,61.55,5,10045
seq3103@3,17.625,77319.549,4.078,0.398,0.219,0.192,0.508,-1.627,1.443,128,7.2609375,10,5,0.26917204,0.359594823,0.155891681,0.023795933,0.131236528,3.26E-07,0.023795569,16.2765625,0.721446979,3.826386719,2.318901397,29.909375,37188,644,14453.0758,0.109375,35.7484375,8.507328606,-0.44921875,0.0625,0.0234375,0.0390625,0.0625,0.0078125,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,115.19,170,8.19,15.134,0.85,64.704,9995,8.19,15.134,0.85,190934.72,17.553,3165,970,915,30,9995,4915,23.024,66.159,72267.22,0.353,-1.627402197,1.442929396,20,112.91,0.21,57.3,2.41,128,607,9.484375,0.556606414,0.020589223,0.074680118,62.9,66.16,5,9995
seq245@6,17.074,74463.574,4.058,0.398,0.219,0.192,0.508,-1.46,1.538,128,7.8625,10,6,0.280630321,0.372812135,0.132793017,0.026289727,0.124114392,3.12E-08,0.026288611,18.796875,0.661968296,3.688969727,2.404056067,34.1578125,43902,819,14437.0102,0.109375,34.24375,8.618729973,-0.475,0.0625,0.015625,0.0390625,0.0625,0.0078125,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.109375,0.0390625,0.0859375,0.03125,0.0703125,136.19,159,12.271,12.884,3.519,64.36,9995,12.271,12.884,3.519,192411.08,16.983,3165,975,915,25,9995,4915,22.189,65.839,72186.87,0.359,-1.459616792,1.53833931,20,112.79,0.32,56.54,2.337,128,614,9.59375,0.554755574,0.020944648,0.075541339,61.52,65.84,5,9995
seq1374@3,18.173,86946.428,4.081,0.406,0.211,0.19,0.509,-1.501,1.427,128,7.7296875,10,5,0.25751536,0.349753695,0.141309155,0.023081913,0.142062994,3.09E-07,0.023081226,14.73125,0.727268491,4.009682617,2.591610348,27.403125,33947,659,14427.9983,0.1171875,34.2140625,8.028135109,-0.41796875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.078125,0.109375,0.0390625,0.0859375,0.03125,0.0703125,106.33,183,4.887,15.731,-1.211,66.955,9975,4.887,15.731,-1.211,185141.14,18.129,3180,975,900,25,9975,4895,23.748,67.539,72136.71,0.367,-1.501243082,1.426600433,20,112.71,0.34,59.35,2.415,128,612,9.5625,0.568874008,0.020913401,0.075295276,61.29,67.54,5,9975
seq563@3,17.913,71830.054,4.1,0.406,0.211,0.19,0.509,-1.488,1.392,128,7.29375,10,6,0.266087205,0.35678392,0.158718331,0.023168349,0.131224801,4.18E-06,0.023167909,16.4296875,0.725401921,3.870249023,2.378941051,30.2921875,39384,755,14444.0639,0.1171875,36.7609375,7.959282875,-0.3921875,0.0625,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.078125,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,118.38,143,7.122,14.842,3.939,69.839,9975,7.122,14.842,3.939,180871.42,17.855,3180,970,900,30,9975,4895,23.342,71.445,72217.06,0.381,-1.487967424,1.391761378,20,112.84,0.11,61.46,2.386,128,611,9.546875,0.573321709,0.021036433,0.075172244,62.96,71.44,5,9975
seq1831@17,16.402,69919.671,4.096,0.406,0.219,0.191,0.509,-1.594,1.445,128,7.0421875,9,5,0.288849307,0.385869565,0.163888176,0.026303492,0.12426485,1.15E-06,0.026303095,18.5046875,0.69005388,3.568154297,1.98165382,34.35625,44419,793,14529.1717,0.1171875,33.80859375,8.618729973,-0.46484375,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.03125,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.078125,0.03125,0.0703125,134.89,157,10.927,15.308,0.598,62.53,10045,10.927,15.308,0.598,155484.27,16.32,3195,970,915,30,10045,4935,21.453,63.834,72647.68,0.444,-1.594100355,1.445406352,20,113.51,0.29,57.55,2.438,128,602,9.40625,0.558245921,0.021126265,0.074064961,60.43,63.83,5,10045
seq4672@3,18.01,78159.413,4.083,0.406,0.219,0.19,0.508,-1.503,1.432,128,7.34375,9,5,0.264182856,0.350328947,0.157272951,0.022964213,0.136612887,1.43E-06,0.022963352,16.04375,0.717795641,3.896357422,2.438340247,29.6625,37490,729,14511.1333,0.1171875,35.90234375,8.618729973,-0.45,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.0859375,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.078125,0.03125,0.0703125,116.33,163,9.088,14.136,3,64.303,10055,9.088,14.136,3,174613.66,17.914,3200,970,915,25,10055,4945,23.478,65.947,72557.46,0.39,-1.503312105,1.432176624,20,113.37,0.3,59.43,2.371,128,620,9.6875,0.564714929,0.020179118,0.076279528,57.7,65.95,5,10055
seq1541@3,18.076,73381.525,4.088,0.398,0.227,0.192,0.509,-1.515,1.395,128,7.25625,9,5,0.259308615,0.350328947,0.167496723,0.022268704,0.135332942,9.05E-06,0.022268136,16.3859375,0.707054251,3.963125,2.507995703,29.8984375,38742,743,14449.0209,0.109375,33.43359375,8.036773872,-0.4640625,0.0625,0.015625,0.046875,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,116.86,160,7.986,14.687,2.739,63.987,9995,7.986,14.687,2.739,161327.6,18.008,3170,975,915,25,9995,4910,23.58,65.087,72241.88,0.426,-1.514952341,1.394957048,20,112.88,0.42,56.97,2.391,128,607,9.484375,0.566270578,0.020413464,0.074680118,62.53,65.09,5,9995
seq1902@2,17.257,75089.488,4.103,0.398,0.219,0.191,0.508,-1.557,1.413,128,7.4015625,10,5,0.275242673,0.368724755,0.151314232,0.024559752,0.130566689,4.35E-07,0.024559134,16.1375,0.726272084,3.74402832,2.169014632,30.2765625,37328,644,14471.0728,0.109375,36.86640625,8.637232399,-0.46171875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.015625,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,117.06,175,4.645,16.456,1.966,62.857,10020,4.645,16.456,1.966,177783.73,17.186,3180,965,925,25,10020,4925,22.584,64.363,72357.2,0.4,-1.556911324,1.412928488,20,113.06,0.13,57.49,2.446,128,614,9.59375,0.555238035,0.020876297,0.075541339,59.78,64.36,5,10020
seq1365@5,17.889,71075.297,4.081,0.406,0.211,0.19,0.509,-1.53,1.488,128,7.4234375,10,5,0.264592195,0.351872247,0.156043956,0.022960479,0.139183299,1.53E-06,0.022959772,17.1515625,0.699452062,3.89003418,2.506437792,31.321875,40911,739,14427.9983,0.1171875,34.39765625,8.028135109,-0.41796875,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.078125,0.109375,0.0390625,0.0859375,0.03125,0.0703125,122.51,155,6.931,15.242,-3.915,66.227,9975,6.931,15.242,-3.915,162127.3,17.819,3180,975,900,25,9975,4895,23.257,66.946,72136.71,0.423,-1.530329951,1.488398202,20,112.71,0.27,60.63,2.325,128,616,9.625,0.571607212,0.020650739,0.075787402,53.1,66.95,5,9975
seq1097@6,18.103,81657.539,4.1,0.406,0.211,0.19,0.509,-1.541,1.535,128,7.5875,10,6,0.260135363,0.352066116,0.155739703,0.024703453,0.128161409,6.19E-07,0.024702974,15.2453125,0.721264473,3.962626953,2.531034896,27.903125,34248,576,14444.0639,0.1171875,35.90234375,7.959282875,-0.3921875,0.0625,0.0234375,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0625,0.0234375,0.03125,0.078125,0.1015625,0.0390625,0.0859375,0.03125,0.0703125,108.7,172,8.415,16.817,-0.968,69.749,9975,8.415,16.817,-0.968,205723.36,18.052,3180,970,900,30,9975,4895,23.615,70.679,72217.06,0.339,-1.541437356,1.535312215,20,112.84,0.57,61.94,2.393,128,613,9.578125,0.553416852,0.020177165,0.075418307,62.27,70.68,5,9975
seq1904@2,17.713,82204.157,4.083,0.398,0.219,0.191,0.508,-1.477,1.353,128,7.0578125,9,5,0.26920086,0.36203966,0.16359447,0.023039869,0.137175743,1.66E-06,0.023039489,16.0625,0.73746584,3.828476563,2.293187132,29.6328125,36941,648,14448.0361,0.109375,34.98671875,8.636265373,-0.4640625,0.0625,0.015625,0.0390625,0.0625,0.015625,0.09375,0.0078125,0.0390625,0.03125,0.078125,0.0234375,0.0703125,0.0234375,0.03125,0.0859375,0.1015625,0.0390625,0.0859375,0.03125,0.0625,115.41,176,7.716,15.389,0.929,64.733,10005,7.716,15.389,0.929,205131.75,17.655,3170,970,920,25,10005,4920,23.127,66.493,72242.01,0.335,-1.477200124,1.352519544,20,112.88,0.25,57.6,2.414,128,611,9.546875,0.55193305,0.020945624,0.075172244,66.03,66.49,5,10005
